integer,integer,text,text,text,numeric,numeric,numeric,numeric,numeric,,,,,
2024,7,"Reed, Harris and Wilson",SKU7170,Cider,4.87,67,11.76,417,11,,,TRUE,TRUE,TRUE
2024,7,Rice Ltd,SKU7189,Cider,273.73,189,15.04,11,101,,,TRUE,TRUE,TRUE
2024,7,Johnson Group,SKU7220,Spirits,93.27,110,43.77,311,100,,,TRUE,TRUE,TRUE
2024,7,Hayes-Burke,SKU7234,Beer,,146,41.75,192,465,,,FALSE,TRUE,TRUE
2024,7,Cobb Group,SKU7315,Cider,333.66,134,5.98,17,415,,,TRUE,TRUE,TRUE
2024,7,Padilla-Marquez,SKU7359,Beer  ,375.07,35,43.05,483,274,,,TRUE,TRUE,TRUE
2024,7,"Peterson, Miles and Howard",SKU7414,Mixer,2.94,6,23.45,332,223,,,TRUE,TRUE,TRUE
2024,7,Hall PLC,SKU7474,Cider,,87,32.44,349,70,,,FALSE,TRUE,TRUE
2024,7,"Robinson, Young and Garcia",SKU7488,Beer,294.4,132,19.71,312,275,,,TRUE,TRUE,TRUE
2024,7,Johnson Group,SKU7670,Cider  ,422.78,135,32.56,69,226,,,TRUE,TRUE,TRUE
2024,7,BAUER LLC,SKU7673,Mixer,15.32,152,33.36,119,83,,,TRUE,TRUE,TRUE
2024,7,Mccoy Ltd,SKU7677,Beer,390.7,95,44.99,139,82,,,TRUE,TRUE,TRUE
2024,7,"Riddle, Robinson and Banks",SKU7684,Wine,161.85,132,5.89,129,17,,,TRUE,TRUE,TRUE
2024,7,Douglas PLC,SKU7698,Beer,289.08,105,38.61,433,340,,,TRUE,TRUE,TRUE
2024,7,"Strong, Elliott and Parsons",SKU7770,Beer,495.69,101,36.83,96,431,,,TRUE,TRUE,TRUE
2024,7,HAYNES LLC,SKU7784,Beer,328.52,29,44.86,260,191,,,TRUE,TRUE,TRUE
2024,7,Contreras and Sons,SKU7798,Spirits,398.25,6,6.99,329,318,,,TRUE,TRUE,TRUE
2024,7,"Peterson, Miles and Howard",SKU7850,Beer,450.81,153,32.75,27,234,,,TRUE,TRUE,TRUE
2024,7,"Allen, Ramirez and Rodriguez",SKU7853,Wine,183.08,121,5.5,69,216,,,TRUE,TRUE,TRUE
2024,7,Cook-Gregory,SKU7854,Cider,155.4,143,32.47,206,356,,,TRUE,TRUE,TRUE
2024,7,Cook-Gregory,SKU7855,Wine,73.87,185,30.99,155,4,,,TRUE,TRUE,TRUE
2024,7,"Moore, Noble and Wallace",SKU7857,Beer,278.65,143,29.2,216,371,,,TRUE,TRUE,TRUE
2024,7,"Perez, Ray and Miller",SKU7861,Spirits,129.64,60,35.6,182,269,,,TRUE,TRUE,TRUE
2024,7,JOHNSON GROUP,SKU7889,Cider,489.13,21,7.87,480,371,,,TRUE,TRUE,TRUE
2024,7,"Ayers, Morales and Jordan",SKU8033,Spirits  ,130.27,166,23.16,39,449,,,TRUE,TRUE,TRUE
2024,7,"Riddle, Robinson and Banks",SKU8035,Cider,111.56,29,28.46,251,215,,,TRUE,TRUE,TRUE
2024,7,Baxter LLC,SKU8083,Spirits,,29,34.89,454,377,,,FALSE,TRUE,TRUE
2024,7,Baxter LLC,SKU8122,Spirits  ,71.12,3,47.96,368,428,,,TRUE,TRUE,TRUE
2024,7,"Mcknight, Lopez and Wilson",SKU8157,Mixer,61.96,110,17.43,438,380,,,TRUE,TRUE,TRUE
2024,7,Douglas PLC,SKU8204,Mixer,471.15,68,18.83,179,37,,,TRUE,TRUE,TRUE
2024,7,"Allen, Ramirez and Rodriguez",SKU8215,Wine,261.41,91,10.83,201,178,,,TRUE,TRUE,TRUE
2024,7,LAMBERT INC,SKU8218,Spirits,486.56,148,22.14,336,72,,,TRUE,TRUE,TRUE
2024,7,Mejia-Holmes,SKU8251,Cider,36.58,149,39.74,492,411,,,TRUE,TRUE,TRUE
2024,7,Edwards-Hudson,SKU8255,Wine,138.23,119,17.23,386,398,,,TRUE,TRUE,TRUE
2024,7,Baxter LLC,SKU8269,Spirits,241.84,88,43.73,102,9,,,TRUE,TRUE,TRUE
2024,7,Rodriguez-Allen,SKU8271,Wine,330.61,125,,193,321,,,TRUE,TRUE,TRUE
2024,7,Contreras and Sons,SKU8272,Cider,407.45,99,24.18,213,439,,,TRUE,TRUE,TRUE
2024,7,Holt Ltd,SKU8295,Wine,377.38,57,47.18,238,273,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU8302,Beer,230.69,116,38.23,202,313,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU8477,Spirits  ,396.94,131,26.85,352,483,,,TRUE,TRUE,TRUE
2024,7,Glover-Johnson,SKU8481,Beer,176.23,160,N/A,212,340,,,TRUE,TRUE,TRUE
2024,7,"Sutton, Rogers and Rodriguez",SKU8510,Wine,97.35,168,47.3,393,261,,,TRUE,TRUE,TRUE
2024,7,"Riddle, Robinson and Banks",SKU8535,Mixer,5.67,27,35.66,98,91,,,TRUE,TRUE,TRUE
2024,7,Padilla-Marquez,SKU8562,Beer,321.99,157,6.04,110,365,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU8571,Spirits,201.81,73,38.62,400,440,,,TRUE,TRUE,TRUE
2024,7,Graham Inc,SKU8641,Wine,,168,18.58,388,447,,,FALSE,TRUE,TRUE
2024,7,"Strong, Elliott and Parsons",SKU8669,Wine,149.99,10,17.38,388,190,,,TRUE,TRUE,TRUE
2024,7,Contreras and Sons,SKU8679,Beer,328.07,47,17.02,87,265,,,TRUE,TRUE,TRUE
2024,7,"Hanson, Morris and Moran",SKU8737,Cider,441.35,43,24.65,184,393,,,TRUE,TRUE,TRUE
2024,7,Edwards-Hudson,SKU8751,Mixer,missing,184,41.27,224,29,,,FALSE,TRUE,TRUE
2024,7,Black-Powers,SKU8754,Cider,495.98,173,15.03,101,457,,,TRUE,TRUE,TRUE
2024,7,Haynes LLC,SKU8787,Spirits,271.68,170,45.02,408,455,,,TRUE,TRUE,TRUE
2024,7,Rivera-Swanson,SKU8811,Mixer  ,79.05,33,24.64,335,112,,,TRUE,TRUE,TRUE
2024,7,"Ayers, Morales and Jordan",SKU8913,Mixer,45.97,40,39.76,11,357,,,TRUE,TRUE,TRUE
2024,7,Padilla-Marquez,SKU8918,Wine,236.62,0,20.58,37,36,,,TRUE,TRUE,TRUE
2024,7,"Strong, Elliott and Parsons",SKU8929,Wine,253.46,52,23.5,172,270,,,TRUE,TRUE,TRUE
2024,7,Graham Inc,SKU8983,Cider,82.68,12,43.56,445,73,,,TRUE,TRUE,TRUE
2024,7,"Robinson, Young and Garcia",SKU8986,Beer,344.66,179,21.79,327,171,,,TRUE,TRUE,TRUE
2024,7,"Anderson, Williams and Scott",SKU9053,Cider,327.9,36,44.08,488,492,,,TRUE,TRUE,TRUE
2024,7,PATEL GROUP,SKU9102,Mixer,496.18,50,32.31,93,224,,,TRUE,TRUE,TRUE
2024,7,Hayes-Burke,SKU9103,Spirits,349,175,27.83,418,314,,,TRUE,TRUE,TRUE
2024,7,"Anderson, Williams and Scott",SKU9172,Spirits  ,,77,30.89,348,166,,,FALSE,TRUE,TRUE
2024,7,"Allen, Ramirez and Rodriguez",SKU9179,Mixer,47.22,28,14.07,340,345,,,TRUE,TRUE,TRUE
2024,7,"Anderson, Williams and Scott",SKU9223,Wine,10.16,112,26.95,212,270,,,TRUE,TRUE,TRUE
2024,7,Patel Group,SKU9325,Beer,36.49,5,45.89,483,4,,,TRUE,TRUE,TRUE
2024,7,Hayes-Burke,SKU9356,Spirits,222.85,79,19.47,127,230,,,TRUE,TRUE,TRUE
2024,7,"Peterson, Miles and Howard",SKU9361,Spirits,81.34,57,19.82,211,475,,,TRUE,TRUE,TRUE
2024,7,Johnson Group,SKU9369,Cider,475.87,176,20.37,402,331,,,TRUE,TRUE,TRUE
2024,7,"Mcknight, Lopez and Wilson",SKU9416,Wine  ,444.29,171,39.71,483,-462,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU9434,Cider  ,489.39,97,13.3,83,470,,,TRUE,TRUE,TRUE
2024,7,"Moore, Noble and Wallace",SKU9446,Mixer,,125,44.98,191,357,,,FALSE,TRUE,TRUE
2024,7,"Anderson, Williams and Scott",SKU9592,Beer,463.77,60,37.01,264,82,,,TRUE,TRUE,TRUE
2024,7,"Perez, Ray and Miller",SKU9610,Cider  ,224.93,18,7.99,240,268,,,TRUE,TRUE,TRUE
2024,7,Rivera-Swanson,SKU9618,Cider,374.61,115,20.98,161,321,,,TRUE,TRUE,TRUE
2024,7,Graham Inc,SKU9673,Cider,118.1,25,34.35,140,368,,,TRUE,TRUE,TRUE
2024,7,"Johnson, Davis and Finley",SKU9698,Wine,53.19,159,15.09,92,389,,,TRUE,TRUE,TRUE
2024,7,Richardson-Ferguson,SKU9716,Beer,,186,38.01,-61,452,,,FALSE,TRUE,TRUE
2024,7,"Peterson, Miles and Howard",SKU9731,Mixer,195.55,129,9.19,447,94,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU9733,Spirits,445.83,26,5.98,8,491,,,TRUE,TRUE,TRUE
2024,7,Baxter LLC,SKU9759,Beer,409.54,136,15.68,231,403,,,TRUE,TRUE,TRUE
2024,7,Moore-Williams,SKU9956,Mixer,273.79,76,39.24,160,410,,,TRUE,TRUE,TRUE
2024,7,"Peterson, Miles and Howard",SKU9999,Beer,497.43,81,25.95,279,1,,,TRUE,TRUE,TRUE
2024,7,Padilla-Marquez,SKU10031,Spirits,347.55,35,43.35,485,-178,,,TRUE,TRUE,TRUE
2024,7,Martinez-Marquez,SKU10046,Wine,486.64,95,10.61,132,408,,,TRUE,TRUE,TRUE
2024,7,"Allen, Ramirez and Rodriguez",SKU10063,Spirits,42.88,68,31.96,390,148,,,TRUE,TRUE,TRUE
2024,7,RODRIGUEZ-ALLEN,SKU10210,Spirits,455.01,112,31.31,0,465,,,TRUE,TRUE,TRUE
2024,7,Baxter LLC,SKU10216,Wine  ,25.62,161,22.96,321,422,,,TRUE,TRUE,TRUE
2024,7,Baker Group,SKU10223,Cider,149.39,158,48.41,99,414,,,TRUE,TRUE,TRUE
2024,7,Douglas PLC,SKU10300,Cider,158.43,183,19.19,96,462,,,TRUE,TRUE,TRUE
2024,7,Martinez-Marquez,SKU10376,Mixer,64.17,88,34.17,49,404,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU10441,Beer,315.41,87,6.45,5,390,,,TRUE,TRUE,TRUE
2024,7,Romero Inc,SKU10489,Spirits,367.97,38,34.12,36,432,,,TRUE,TRUE,TRUE
2024,7,"Moore, Noble and Wallace",SKU10525,Spirits,32.55,31,39.16,155,183,,,TRUE,TRUE,TRUE
2024,7,Vance Inc,SKU10571,Cider,13.27,31,12.62,335,291,,,TRUE,TRUE,TRUE
2024,7,"Robinson, Young and Garcia",SKU10595,Mixer,57.03,128,30.46,5,194,,,TRUE,TRUE,TRUE
2024,7,Baxter LLC,SKU10611,Beer,464.95,27,29.65,156,262,,,TRUE,TRUE,TRUE
2024,7,Haynes LLC,SKU10635,Spirits,221.63,8,47.52,366,113,,,TRUE,TRUE,TRUE
2024,7,Lambert Inc,SKU10648,Wine,362.64,113,24.1,359,204,,,TRUE,TRUE,TRUE
2024,7,Graham Inc,SKU10692,Beer,58.56,0,35.3,267,3,,,TRUE,TRUE,TRUE
2024,7,Vance Inc,SKU10723,Wine,438.99,162,8.66,145,303,,,TRUE,TRUE,TRUE
2024,7,"Perkins, Turner and Elliott",SKU10735,Wine,185.93,198,,82,94,,,TRUE,TRUE,TRUE
2024,7,"Robinson, Fleming and Adkins",SKU10772,Cider,393.86,100,48.56,20,150,,,TRUE,TRUE,TRUE
2024,7,Padilla-Marquez,SKU10841,Wine,271.93,28,45.63,238,347,,,TRUE,TRUE,TRUE
2024,7,Thomas-Campos,SKU10977,Wine,167.56,44,32.91,181,172,,,TRUE,TRUE,TRUE
2024,7,Richardson-Ferguson,SKU10988,Spirits,40.44,62,40.58,295,303,,,TRUE,TRUE,TRUE
2022,8,"Mcknight, Lopez and Wilson",SKU1004,Mixer,193.69,121,17.18,7,486,,,TRUE,TRUE,TRUE
2022,8,Baker Group,SKU1026,Beer,369.07,137,5.82,438,56,,,TRUE,TRUE,TRUE
2022,8,Black-Powers,SKU1038,Wine  ,38.49,31,5.09,299,363,,,TRUE,TRUE,TRUE
2022,8,Moore-Williams,SKU1127,Wine,45.66,95,13.15,134,438,,,TRUE,TRUE,TRUE
2022,8,Edwards-Hudson,SKU1183,Cider,488.98,191,10.23,17,257,,,TRUE,TRUE,TRUE
2022,8,"Tate, Callahan and Ford",SKU1192,Wine,284.79,153,43.26,86,258,,,TRUE,TRUE,TRUE
2022,8,Patel Group,SKU1335,Spirits,113.13,191,6.82,190,159,,,TRUE,TRUE,TRUE
2022,8,"SUTTON, ROGERS AND RODRIGUEZ",SKU1376,Wine,,92,47.9,290,113,,,FALSE,TRUE,TRUE
2022,8,Guerrero-Sullivan,SKU1463,Mixer,170.94,1,34.89,299,149,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU1478,Beer,183.59,21,5.43,307,484,,,TRUE,TRUE,TRUE
2022,8,Rice Ltd,SKU1487,Cider,228.44,116,15.78,39,288,,,TRUE,TRUE,TRUE
2022,8,"Peterson, Miles and Howard",SKU1513,Spirits,16.16,37,11.76,259,117,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU1543,Cider,459.97,42,18.93,239,68,,,TRUE,TRUE,TRUE
2022,8,"Mcknight, Lopez and Wilson",SKU1597,Spirits,368.81,146,19.88,120,5,,,TRUE,TRUE,TRUE
2022,8,Vance Inc,SKU1600,Mixer,461.05,63,8.6,101,363,,,TRUE,TRUE,TRUE
2022,8,Vance Inc,SKU1628,Mixer,146.9,136,23.52,176,249,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU1672,Cider,243.67,145,16.64,96,244,,,TRUE,TRUE,TRUE
2022,8,Haynes LLC,SKU1680,Cider,0.58,69,,151,487,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU1683,Spirits,463.51,146,23.98,107,488,,,TRUE,TRUE,TRUE
2022,8,"Peterson, Miles and Howard",SKU1697,Cider,262.45,144,36.13,11,28,,,TRUE,TRUE,TRUE
2022,8,"Anderson, Williams and Scott",SKU1717,Spirits,250.84,128,33.79,389,170,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU1762,Beer,136.72,38,15.36,-407,161,,,TRUE,TRUE,TRUE
2022,8,Black-Powers,SKU1781,Mixer,134.84,178,30.56,12,83,,,TRUE,TRUE,TRUE
2022,8,"Moore, Noble and Wallace",SKU1795,Mixer,164.47,191,30.28,431,453,,,TRUE,TRUE,TRUE
2022,8,"Martinez, Fry and Wallace",SKU1814,Mixer,54.62,108,,267,385,,,TRUE,TRUE,TRUE
2022,8,THOMAS-CAMPOS,SKU1872,Beer,71.47,135,41.58,190,121,,,TRUE,TRUE,TRUE
2022,8,Romero Inc,SKU1948,Spirits,364.93,21,10.37,321,390,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU2043,Cider,207.85,12,33.13,73,462,,,TRUE,TRUE,TRUE
2022,8,Rice Ltd,SKU2058,Cider,117.14,77,43.38,248,16,,,TRUE,TRUE,TRUE
2022,8,"Reed, Harris and Wilson",SKU2066,Wine,125.04,117,32.29,399,311,,,TRUE,TRUE,TRUE
2022,8,Patel Group,SKU2102,Wine,463.49,193,29.91,463,266,,,TRUE,TRUE,TRUE
2022,8,Moore-Williams,SKU2138,Wine,328.63,103,17.18,311,115,,,TRUE,TRUE,TRUE
2022,8,"Perkins, Turner and Elliott",SKU2227,Mixer,320,30,24.87,25,100,,,TRUE,TRUE,TRUE
2022,8,Richardson-Ferguson,SKU2283,Cider,485.85,130,17.2,353,417,,,TRUE,TRUE,TRUE
2022,8,Baxter LLC,SKU2302,Cider,496.11,68,6,451,338,,,TRUE,TRUE,TRUE
2022,8,Padilla-Marquez,SKU2338,Wine,224.15,78,37.69,455,289,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU2393,Wine,178.69,83,42.62,82,35,,,TRUE,TRUE,TRUE
2022,8,"Reed, Harris and Wilson",SKU2400,Spirits,,42,48.2,389,273,,,FALSE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU2424,Beer,480.34,197,43.83,290,167,,,TRUE,TRUE,TRUE
2022,8,"Sutton, Rogers and Rodriguez",SKU2435,Spirits,190.33,118,29.24,13,84,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU2488,Beer,144.24,119,12.47,159,300,,,TRUE,TRUE,TRUE
2022,8,Black-Powers,SKU2503,Beer,427.43,168,26.2,152,409,,,TRUE,TRUE,TRUE
2022,8,"Hanson, Morris and Moran",SKU2526,Mixer,58.52,91,23.29,342,480,,,TRUE,TRUE,TRUE
2022,8,"Strong, Elliott and Parsons",SKU2589,Beer,478.31,153,5.09,149,223,,,TRUE,TRUE,TRUE
2022,8,"Perez, Ray and Miller",SKU2601,Wine,133.58,159,38.29,353,35,,,TRUE,TRUE,TRUE
2022,8,Glover-Johnson,SKU2604,Beer,330.09,66,8.96,484,166,,,TRUE,TRUE,TRUE
2022,8,Baker Group,SKU2633,Wine,336.4,173,14.4,382,153,,,TRUE,TRUE,TRUE
2022,8,Hall PLC,SKU2661,Spirits,446.59,120,25.4,118,283,,,TRUE,TRUE,TRUE
2022,8,Mejia-Holmes,SKU2666,Beer,234.6,165,46.01,122,296,,,TRUE,TRUE,TRUE
2022,8,"Strong, Elliott and Parsons",SKU2692,Cider  ,417.68,56,34.44,17,442,,,TRUE,TRUE,TRUE
2022,8,Baxter LLC,SKU2714,Spirits,265.03,62,20.74,108,278,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU2781,Wine  ,354.21,79,40.04,73,459,,,TRUE,TRUE,TRUE
2022,8,Douglas PLC,SKU2794,Cider,132.98,96,41.58,194,35,,,TRUE,TRUE,TRUE
2022,8,Cook-Gregory,SKU2798,Mixer,246.08,53,22.13,322,140,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU2814,Wine,483.63,80,17.86,132,109,,,TRUE,TRUE,TRUE
2022,8,Baxter LLC,SKU2853,Wine,251.7,169,23.34,235,200,,,TRUE,TRUE,TRUE
2022,8,"Anderson, Williams and Scott",SKU2894,Mixer,362.16,155,6.12,391,484,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU2903,Wine,405.58,100,19.22,212,234,,,TRUE,TRUE,TRUE
2022,8,Haynes LLC,SKU2925,Spirits,50.35,23,12.59,64,297,,,TRUE,TRUE,TRUE
2022,8,"Ayers, Morales and Jordan",SKU2960,Wine,322.65,156,31.98,437,290,,,TRUE,TRUE,TRUE
2022,8,Moore-Williams,SKU3002,Beer,283.24,21,9.29,5,356,,,TRUE,TRUE,TRUE
2022,8,Moore-Williams,SKU3051,Mixer,,166,37.69,203,437,,,FALSE,TRUE,TRUE
2022,8,Moore-Williams,SKU3078,Wine,480.43,113,10.08,28,229,,,TRUE,TRUE,TRUE
2022,8,Hall PLC,SKU3124,Cider,54.65,19,48.83,190,413,,,TRUE,TRUE,TRUE
2022,8,"Perez, Ray and Miller",SKU3212,Spirits,327.29,196,47.08,104,428,,,TRUE,TRUE,TRUE
2022,8,"Moore, Noble and Wallace",SKU3214,Cider,194.72,31,28.15,472,89,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU3250,Cider,392.17,184,39.01,420,248,,,TRUE,TRUE,TRUE
2022,8,"Strong, Elliott and Parsons",SKU3266,Spirits  ,498.05,48,9.27,470,136,,,TRUE,TRUE,TRUE
2022,8,"Strong, Elliott and Parsons",SKU3345,Mixer,154.88,109,,153,209,,,TRUE,TRUE,TRUE
2022,8,Hayes-Burke,SKU3368,Mixer,468.95,94,31.13,41,120,,,TRUE,TRUE,TRUE
2022,8,Patel Group,SKU3371,Cider,430.97,43,39.84,72,252,,,TRUE,TRUE,TRUE
2022,8,Edwards-Hudson,SKU3373,Cider  ,357.45,166,38.66,80,315,,,TRUE,TRUE,TRUE
2022,8,Douglas PLC,SKU3420,Beer,92.09,133,15.24,64,49,,,TRUE,TRUE,TRUE
2022,8,Padilla-Marquez,SKU3474,Cider,440.24,199,43.18,365,29,,,TRUE,TRUE,TRUE
2022,8,Richardson-Ferguson,SKU3569,Cider,133.26,172,26.39,353,474,,,TRUE,TRUE,TRUE
2022,8,Bauer LLC,SKU3580,Cider,424.84,119,40.63,31,248,,,TRUE,TRUE,TRUE
2022,8,Cobb Group,SKU3632,Spirits,266.45,104,38.87,148,-72,,,TRUE,TRUE,TRUE
2022,8,Richardson-Ferguson,SKU3655,Cider,281.64,35,46.61,340,304,,,TRUE,TRUE,TRUE
2022,8,"Peterson, Miles and Howard",SKU3660,Wine,477.79,105,29.15,477,229,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU3681,Spirits,409.45,193,15.5,188,104,,,TRUE,TRUE,TRUE
2022,8,"Tate, Callahan and Ford",SKU3692,Cider,15.35,178,28.34,101,320,,,TRUE,TRUE,TRUE
2022,8,Douglas PLC,SKU3698,Beer,271.26,76,35.61,146,114,,,TRUE,TRUE,TRUE
2022,8,"Riddle, Robinson and Banks",SKU3707,Beer,242.77,3,24.73,166,462,,,TRUE,TRUE,TRUE
2022,8,Jones-Jensen,SKU3733,Cider,78.72,44,48.53,428,88,,,TRUE,TRUE,TRUE
2022,8,Douglas PLC,SKU3739,Beer,287.98,143,43.4,332,412,,,TRUE,TRUE,TRUE
2022,8,"Johnson, Davis and Finley",SKU3766,Cider,224.08,118,27.05,311,246,,,TRUE,TRUE,TRUE
2022,8,Black-Powers,SKU3784,Wine,151.54,34,19.24,377,31,,,TRUE,TRUE,TRUE
2022,8,Johnson Group,SKU3788,Wine,364.2,68,,326,279,,,TRUE,TRUE,TRUE
2022,8,Rivera-Swanson,SKU3917,Wine,298.56,184,40.58,259,459,,,TRUE,TRUE,TRUE
2022,8,Romero Inc,SKU3933,Spirits,101.25,156,41.62,306,25,,,TRUE,TRUE,TRUE
2022,8,Thomas-Campos,SKU4014,Cider  ,134.74,162,39.82,343,261,,,TRUE,TRUE,TRUE
2022,8,Hayes-Burke,SKU4045,Cider,254.57,132,38.04,207,418,,,TRUE,TRUE,TRUE
2022,8,"Anderson, Williams and Scott",SKU4056,Beer,167.41,152,46.02,243,250,,,TRUE,TRUE,TRUE
2022,8,Edwards-Hudson,SKU4065,Wine,190.64,97,23.32,259,375,,,TRUE,TRUE,TRUE
2022,8,Jones-Jensen,SKU4083,Spirits,186.24,160,14.84,465,237,,,TRUE,TRUE,TRUE
2022,8,"Riddle, Robinson and Banks",SKU4159,Beer,73.83,109,44.05,124,349,,,TRUE,TRUE,TRUE
2022,8,"Riddle, Robinson and Banks",SKU4181,Cider,32.6,196,10.61,402,488,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU4193,Wine,348.07,121,41.72,267,144,,,TRUE,TRUE,TRUE
2022,8,Hall PLC,SKU4212,Mixer,273.46,35,36.31,362,392,,,TRUE,TRUE,TRUE
2022,8,Cook-Gregory,SKU4225,Wine,192.62,190,9.1,161,381,,,TRUE,TRUE,TRUE
2022,8,"Perkins, Turner and Elliott",SKU4256,Wine,71.71,61,13.62,32,261,,,TRUE,TRUE,TRUE
2022,8,Hayes-Burke,SKU4268,Beer,219.03,181,19.35,345,50,,,TRUE,TRUE,TRUE
2022,8,Mccoy Ltd,SKU4296,Wine,89.76,160,14.59,403,203,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU4302,Wine,265.77,198,26.72,269,406,,,TRUE,TRUE,TRUE
2022,8,Cobb Group,SKU4326,Beer,127.04,43,9.84,235,30,,,TRUE,TRUE,TRUE
2022,8,Bauer LLC,SKU4369,Wine,69.55,18,46.3,463,162,,,TRUE,TRUE,TRUE
2022,8,Lambert Inc,SKU4371,Spirits,254.56,21,15.83,478,106,,,TRUE,TRUE,TRUE
2022,8,"Reed, Harris and Wilson",SKU4433,Mixer,202.36,22,6.36,192,424,,,TRUE,TRUE,TRUE
2022,8,Graham Inc,SKU4438,Wine,465.06,70,15.33,93,461,,,TRUE,TRUE,TRUE
2022,8,"Perez, Ray and Miller",SKU4478,Wine,46.91,157,30.29,488,424,,,TRUE,TRUE,TRUE
2022,8,"Reed, Harris and Wilson",SKU4525,Cider,17.77,2,44.41,12,193,,,TRUE,TRUE,TRUE
2022,8,Rice Ltd,SKU4557,Cider,339.08,193,48.66,346,68,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU4559,Mixer,423.66,11,45.84,74,308,,,TRUE,TRUE,TRUE
2022,8,"Moore, Noble and Wallace",SKU4574,Mixer,10.07,139,45.81,295,443,,,TRUE,TRUE,TRUE
2022,8,"Sutton, Rogers and Rodriguez",SKU4612,Mixer,214.66,91,10.47,64,218,,,TRUE,TRUE,TRUE
2022,8,Baxter LLC,SKU4639,Mixer,445.11,1,43.42,399,271,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Young and Garcia",SKU4651,Cider,131.77,49,38.27,52,249,,,TRUE,TRUE,TRUE
2022,8,Mccoy Ltd,SKU4679,Cider,307.53,185,35.79,430,425,,,TRUE,TRUE,TRUE
2022,8,GLOVER-JOHNSON,SKU4709,Cider,132.23,71,23.32,340,401,,,TRUE,TRUE,TRUE
2022,8,"Peterson, Miles and Howard",SKU4785,Wine,425.2,152,19.64,332,99,,,TRUE,TRUE,TRUE
2022,8,Douglas PLC,SKU4858,Cider,347.53,9,16.46,359,151,,,TRUE,TRUE,TRUE
2022,8,Rice Ltd,SKU4867,Wine  ,389.4,95,35.01,233,425,,,TRUE,TRUE,TRUE
2022,8,Black-Powers,SKU4910,Spirits,443.03,36,36.34,191,344,,,TRUE,TRUE,TRUE
2022,8,Martinez-Marquez,SKU4931,Beer,478.45,17,29.15,418,192,,,TRUE,TRUE,TRUE
2022,8,Rodriguez-Allen,SKU4952,Cider,186.77,68,46.17,248,423,,,TRUE,TRUE,TRUE
2022,8,Graham Inc,SKU4983,Spirits,9.03,184,17.17,309,194,,,TRUE,TRUE,TRUE
2022,8,Vance Inc,SKU4995,Mixer,307.27,34,25.88,170,132,,,TRUE,TRUE,TRUE
2022,8,HOLT LTD,SKU5018,Beer,498.82,69,49.61,76,405,,,TRUE,TRUE,TRUE
2022,8,"Peterson, Miles and Howard",SKU5051,Mixer,393.7,108,38.99,203,297,,,TRUE,TRUE,TRUE
2022,8,Glover-Johnson,SKU5134,Wine,455.8,197,33.82,107,313,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU5179,Mixer,63.29,101,37.84,110,152,,,TRUE,TRUE,TRUE
2022,8,Rivera-Swanson,SKU5190,Mixer,303.01,197,30.93,424,433,,,TRUE,TRUE,TRUE
2022,8,"Allen, Ramirez and Rodriguez",SKU5306,Beer,51.6,57,43.61,487,353,,,TRUE,TRUE,TRUE
2022,8,"Sutton, Rogers and Rodriguez",SKU5339,Wine,453.04,95,22.48,149,177,,,TRUE,TRUE,TRUE
2022,8,Moore-Williams,SKU5343,Wine,missing,141,18.21,57,378,,,FALSE,TRUE,TRUE
2022,8,Romero Inc,SKU5371,Mixer,322.25,182,34.93,45,305,,,TRUE,TRUE,TRUE
2022,8,"Robinson, Fleming and Adkins",SKU5386,Beer,431.13,105,17.18,226,57,,,TRUE,TRUE,TRUE
