year,month,supplier,item_code,item_type,retail_sales,retail_transfers,cost_per_unit,beg_inventory,end_inventory
2023,6,Contreras and Sons,SKU8187,Spirits,516.25,156,20.65,499,269
2023,6,Rice Ltd,SKU8198,Cider,202.4,170,8.8,329,234
2023,6,"Robinson, Fleming and Adkins",SKU8242,Beer,84.59,134,7.69,65,342
2023,6,Mccoy Ltd,SKU8326,Beer,194.25,79,12.95,333,419
2023,6,Vance Inc,SKU8354,Wine  ,304.56,53,12.69,351,168
2023,6,"Martinez, Fry and Wallace",SKU8385,Mixer,118.36,63,5.38,340,133
2023,6,Mejia-Holmes,SKU8389,Mixer,162.4,145,5.8,305,396
2023,6,"Tate, Callahan and Ford",SKU8461,Beer,305.76,164,10.92,282,63
2023,6,Hayes-Burke,SKU8553,Spirits,268.0,180,26.8,145,407
2023,6,Mejia-Holmes,SKU8560,Cider,64.61,0,9.23,297,414
2023,6,JONES-JENSEN,SKU8575,Spirits,700.4,178,35.02,427,375
2023,6,Edwards-Hudson,SKU8576,Beer,124.74,154,8.91,218,460
2023,6,"Sutton, Rogers and Rodriguez",SKU8606,Mixer,69.7,151,4.1,305,240
2023,6,"Robinson, Fleming and Adkins",SKU8644,Spirits,456.56,192,57.07,497,190
2023,6,"Robinson, Fleming and Adkins",SKU8666,Beer  ,197.6,148,9.88,185,456
2023,6,Lambert Inc,SKU8703,Wine,389.76,129,16.24,218,271
2023,6,Vance Inc,SKU8902,Mixer,68.1,83,6.81,191,483
2023,6,Douglas PLC,SKU8920,Cider,173.36,130,7.88,281,330
2023,6,Black-Powers,SKU8956,Cider,147.84,116,6.16,199,206
2023,6,Cobb Group,SKU8967,Cider,95.03,81,7.31,50,166
2023,6,Jones-Jensen,SKU8976,Beer,347.71,8,11.99,84,209
2023,6,Mccoy Ltd,SKU9029,Spirits,473.44,29,29.59,90,480
2023,6,Moore-Williams,SKU9100,Beer,72.56,123,9.07,170,127
2023,6,"Robinson, Young and Garcia",SKU9104,Beer,150.67,56,7.93,434,383
2023,6,Baxter LLC,SKU9132,Wine,600.88,9,20.72,393,274
2023,6,Bauer LLC,SKU9166,Cider,88.8,158,11.1,367,267
2023,6,"PETERSON, MILES AND HOWARD",SKU9181,Spirits  ,170.24,72,24.32,75,399
2023,6,Douglas PLC,SKU9198,Wine,274.32,134,11.43,433,275
2023,6,Edwards-Hudson,SKU9214,Cider,85.35,85,5.69,141,77
2023,6,"Reed, Harris and Wilson",SKU9272,Cider,42.56,181,6.08,61,291
2023,6,Vance Inc,SKU9274,Cider,198.55,146,10.45,197,456
2023,6,Contreras and Sons,SKU9292,Cider  ,139.08,193,11.59,185,355
2023,6,Thomas-Campos,SKU9297,Mixer,155.44,182,5.36,90,433
2023,6,Martinez-Marquez,SKU9322,Spirits,857.2,35,42.86,470,459
2023,6,"Strong, Elliott and Parsons",SKU9409,Cider,109.01,156,9.91,471,212
2023,6,"Allen, Ramirez and Rodriguez",SKU9438,Wine,128.7,146,14.3,193,288
2023,6,"Sutton, Rogers and Rodriguez",SKU9510,Wine,213.57,63,23.73,322,93
2023,6,"Sutton, Rogers and Rodriguez",SKU9581,Beer,118.15,39,6.95,100,330
2023,6,"Robinson, Young and Garcia",SKU9624,Spirits,1089.06,109,51.86,468,305
2023,6,"Martinez, Fry and Wallace",SKU9625,Wine,251.28,135,13.96,234,58
2023,6,Rodriguez-Allen,SKU9644,Spirits,215.15,44,43.03,495,255
2023,6,Rice Ltd,SKU9662,Cider,223.5,15,8.94,359,470
2023,6,Bauer LLC,SKU9666,Spirits,1143.52,24,40.84,484,273
2023,6,Holt Ltd,SKU9685,Wine,413.63,146,21.77,307,378
2023,6,Mccoy Ltd,SKU9702,Beer  ,240.21,17,14.13,97,328
2023,6,Contreras and Sons,SKU9724,Wine,251.16,134,17.94,348,304
2023,6,"Reed, Harris and Wilson",SKU9752,Mixer,80.21,167,6.17,186,155
2023,6,Johnson Group,SKU9767,Spirits,649.28,102,40.58,63,250
2023,6,"Tate, Callahan and Ford",SKU9776,Beer,269.28,59,12.24,56,208
2023,6,"Hanson, Morris and Moran",SKU9785,Mixer,47.07,47,5.23,452,146
2023,6,Cobb Group,SKU9807,Cider,72.41,53,5.57,392,315
2023,6,"Riddle, Robinson and Banks",SKU9852,Spirits,1525.42,148,58.67,186,212
2023,6,"Allen, Ramirez and Rodriguez",SKU9858,Cider,138.23,188,6.01,223,94
2023,6,Douglas PLC,SKU9867,Mixer,116.91,180,4.33,88,304
2023,6,Vance Inc,SKU9942,Cider,250.74,136,11.94,146,397
2023,6,Hall PLC,SKU9957,Spirits,703.38,59,37.02,278,321
2023,6,Hall PLC,SKU9970,Wine,709.92,67,24.48,360,126
2023,6,Black-Powers,SKU10047,Beer,172.2,62,8.2,163,146
2023,6,Black-Powers,SKU10124,Cider  ,199.41,198,11.73,84,118
2023,6,"Riddle, Robinson and Banks",SKU10154,Cider  ,42.6,52,8.52,185,205
2023,6,Cobb Group,SKU10308,Mixer,34.47,48,3.83,197,292
2023,6,"Robinson, Young and Garcia",SKU10383,Mixer,50.9,168,5.09,85,126
2023,6,Patel Group,SKU10402,Spirits,1270.75,34,55.25,304,207
2023,6,"Perkins, Turner and Elliott",SKU10428,Beer,248.54,140,14.62,222,259
2023,6,Cobb Group,SKU10450,Wine,130.41,5,18.63,163,341
2023,6,Lambert Inc,SKU10511,Cider,236.21,138,10.27,215,118
2023,6,Johnson Group,SKU10569,Wine,501.69,149,23.89,355,344
2023,6,"Tate, Callahan and Ford",SKU10634,Spirits,772.74,73,28.62,343,347
2023,6,Thomas-Campos,SKU10641,Wine,148.1,103,14.81,101,156
2023,6,Cook-Gregory,SKU10656,Wine  ,145.44,133,12.12,409,481
2023,6,Mejia-Holmes,SKU10658,Wine,97.23,93,13.89,426,204
2023,6,Black-Powers,SKU10695,Beer,76.5,129,5.1,147,199
2023,6,MEJIA-HOLMES,SKU10696,Cider,241.56,100,10.98,334,161
2023,6,"Allen, Ramirez and Rodriguez",SKU10711,Spirits,746.47,195,43.91,222,462
2023,6,"Robinson, Young and Garcia",SKU10713,Cider,69.52,113,6.32,484,169
2023,6,Mccoy Ltd,SKU10733,Cider,90.54,6,5.03,334,371
2023,6,"Johnson, Davis and Finley",SKU10751,Cider,157.76,119,5.44,224,206
2023,6,Haynes LLC,SKU10810,Cider,193.42,164,10.18,93,240
2023,6,"Hanson, Morris and Moran",SKU10859,Beer,221.17,78,13.01,131,99
2023,6,Rivera-Swanson,SKU10883,Mixer,40.26,47,3.66,456,280
2023,6,Romero Inc,SKU10974,Wine,257.83,71,13.57,253,467
2023,6,Mccoy Ltd,SKU10998,Spirits,1062.62,161,40.87,282,366
2024,6,"Peterson, Miles and Howard",SKU1029,Wine,611.32,71,21.08,178,394
2024,6,Edwards-Hudson,SKU1056,Spirits,531.7,55,40.9,91,287
2024,6,"Sutton, Rogers and Rodriguez",SKU1097,Spirits  ,514.4,107,25.72,93,211
2024,6,Cook-Gregory,SKU1104,Spirits,1615.6,173,57.7,266,59
2024,6,Bauer LLC,SKU1113,Mixer,92.82,189,7.14,237,121
2024,6,"Ayers, Morales and Jordan",SKU1117,Wine,418.6,71,16.1,94,132
2024,6,Rodriguez-Allen,SKU1156,Mixer,46.35,146,3.09,331,343
2024,6,Contreras and Sons,SKU1189,Spirits,306.36,79,25.53,289,260
2024,6,Cobb Group,SKU1217,Wine,364.35,115,24.29,156,426
2024,6,"Mcknight, Lopez and Wilson",SKU1242,Mixer,99.9,2,3.7,159,94
2024,6,"Sutton, Rogers and Rodriguez",SKU1252,Mixer,45.15,187,6.45,168,69
2024,6,"Peterson, Miles and Howard",SKU1282,Mixer,52.5,72,3.5,338,171
2024,6,Contreras and Sons,SKU1333,Spirits,802.74,80,47.22,246,230
2024,6,Moore-Williams,SKU1465,Beer,82.6,139,11.8,403,432
2024,6,Rodriguez-Allen,SKU1470,Cider,92.52,51,7.71,400,475
2024,6,Baxter LLC,SKU1488,Mixer,153.51,119,7.31,287,126
2024,6,Holt Ltd,SKU1493,Spirits,548.93,165,32.29,173,490
2024,6,Hall PLC,SKU1645,Beer,143.55,120,13.05,475,98
2024,6,Bauer LLC,SKU1701,Spirits,557.92,122,25.36,316,165
2024,6,Thomas-Campos,SKU1730,Wine,367.65,164,19.35,112,354
2024,6,Lambert Inc,SKU1736,Wine,437.23,183,19.01,129,452
2024,6,"Allen, Ramirez and Rodriguez",SKU1819,Beer,355.42,185,13.67,217,96
2024,6,PADILLA-MARQUEZ,SKU1835,Cider,173.12,50,10.82,321,127
2024,6,Haynes LLC,SKU1867,Cider,117.65,12,9.05,268,453
2024,6,THOMAS-CAMPOS,SKU1916,Wine,326.8,114,17.2,60,289
2024,6,"Moore, Noble and Wallace",SKU1933,Beer,37.3,111,7.46,294,338
2024,6,Thomas-Campos,SKU1979,Spirits,371.79,45,21.87,384,424
2024,6,"Mcknight, Lopez and Wilson",SKU2031,Cider,78.8,24,9.85,308,253
2024,6,Hayes-Burke,SKU2065,Mixer,127.68,96,5.32,357,241
2024,6,Vance Inc,SKU2085,Spirits,658.56,169,54.88,101,324
2024,6,Johnson Group,SKU2177,Mixer,157.52,170,7.16,428,126
2024,6,Mejia-Holmes,SKU2315,Mixer,150.12,177,5.56,121,382
2024,6,Black-Powers,SKU2319,Mixer,79.81,94,3.47,434,303
2024,6,"Riddle, Robinson and Banks",SKU2349,Cider  ,220.8,121,11.04,495,303
2024,6,Glover-Johnson,SKU2351,Wine,484.15,179,21.05,288,448
2024,6,"Johnson, Davis and Finley",SKU2382,Mixer,202.5,48,7.5,169,93
2024,6,Rice Ltd,SKU2392,Spirits,574.8,169,57.48,491,216
2024,6,Martinez-Marquez,SKU2455,Beer,178.74,139,6.62,301,303
2024,6,"Robinson, Fleming and Adkins",SKU2560,Beer,182.16,180,8.28,247,224
2024,6,Richardson-Ferguson,SKU2565,Cider  ,132.0,121,6.0,355,209
2024,6,Cook-Gregory,SKU2593,Wine,215.37,189,23.93,471,408
2024,6,"Peterson, Miles and Howard",SKU2641,Cider,141.24,168,11.77,476,354
2024,6,"Tate, Callahan and Ford",SKU2646,Spirits,801.46,177,36.43,475,78
2024,6,"Allen, Ramirez and Rodriguez",SKU2647,Spirits  ,629.17,124,37.01,262,182
2024,6,"Ayers, Morales and Jordan",SKU2729,Wine,190.96,199,17.36,80,286
2024,6,"Tate, Callahan and Ford",SKU2742,Wine,117.84,176,19.64,183,50
2024,6,"Robinson, Young and Garcia",SKU2748,Wine  ,235.65,152,15.71,399,186
2024,6,"Anderson, Williams and Scott",SKU2758,Mixer,157.29,190,7.49,101,290
2024,6,Hall PLC,SKU2784,Spirits  ,579.41,10,44.57,61,336
2024,6,"Robinson, Young and Garcia",SKU2817,Spirits,1279.48,36,44.12,268,343
2024,6,Johnson Group,SKU2832,Wine  ,106.33,3,15.19,248,78
2024,6,Baxter LLC,SKU2854,Wine,82.32,85,11.76,383,221
2024,6,Moore-Williams,SKU2889,Mixer,53.64,108,4.47,169,135
2024,6,"Hanson, Morris and Moran",SKU2893,Cider,64.35,116,7.15,407,127
2024,6,"Perkins, Turner and Elliott",SKU2959,Wine,168.8,178,10.55,228,443
2024,6,"Peterson, Miles and Howard",SKU2962,Spirits  ,347.64,163,57.94,422,443
2024,6,"Strong, Elliott and Parsons",SKU3005,Beer,300.38,147,13.06,52,307
2024,6,Rivera-Swanson,SKU3023,Wine,212.8,55,21.28,254,357
2024,6,Jones-Jensen,SKU3096,Wine,203.84,99,14.56,243,362
2024,6,Cobb Group,SKU3115,Cider,235.62,160,11.22,303,260
2024,6,"Robinson, Young and Garcia",SKU3121,Spirits,467.76,172,38.98,316,337
2024,6,"Martinez, Fry and Wallace",SKU3163,Wine,240.92,142,12.68,147,440
2024,6,Contreras and Sons,SKU3199,Beer,319.22,90,14.51,101,363
2024,6,"Allen, Ramirez and Rodriguez",SKU3232,Cider,245.18,179,9.43,491,61
2024,6,Padilla-Marquez,SKU3248,Wine  ,339.34,51,17.86,368,474
2024,6,Patel Group,SKU3280,Beer,85.03,137,7.73,83,291
2024,6,Glover-Johnson,SKU3285,Mixer,104.31,173,5.49,463,210
2024,6,Cook-Gregory,SKU3326,Wine  ,188.6,60,18.86,106,235
2024,6,Hall PLC,SKU3328,Cider,41.75,131,8.35,292,298
2024,6,Baker Group,SKU3406,Beer,82.5,163,5.5,439,302
2024,6,"Martinez, Fry and Wallace",SKU3441,Spirits,1545.21,22,57.23,241,148
2024,6,"Riddle, Robinson and Banks",SKU3532,Spirits,778.68,56,28.84,278,238
2024,6,Vance Inc,SKU3577,Beer,90.44,159,5.32,222,481
2024,6,"Riddle, Robinson and Banks",SKU3596,Spirits,434.4,7,28.96,353,100
2024,6,Lambert Inc,SKU3617,Beer  ,118.68,17,9.89,250,128
2024,6,"Hanson, Morris and Moran",SKU3732,Cider,69.0,181,11.5,453,470
2024,6,Baxter LLC,SKU3833,Mixer,60.9,106,4.06,366,421
2024,6,"Perkins, Turner and Elliott",SKU3870,Wine,544.96,190,20.96,387,186
2024,6,Baxter LLC,SKU3897,Beer,311.85,167,14.85,117,430
2024,6,"Martinez, Fry and Wallace",SKU3919,Beer,170.82,5,6.57,486,270
2024,6,Graham Inc,SKU4043,Cider,195.84,167,8.16,99,390
2024,6,Cook-Gregory,SKU4113,Cider,288.9,96,10.7,288,57
2024,6,Mccoy Ltd,SKU4142,Cider,99.28,13,5.84,228,159
2024,6,"Tate, Callahan and Ford",SKU4169,Wine,336.98,182,24.07,153,109
2024,6,Rodriguez-Allen,SKU4186,Mixer,163.62,168,6.06,82,373
2024,6,Rivera-Swanson,SKU4210,Spirits,855.37,158,37.19,225,461
2024,6,Black-Powers,SKU4215,Wine,224.25,126,14.95,389,79
2024,6,Graham Inc,SKU4227,Wine,506.8,42,18.1,483,297
2024,6,Black-Powers,SKU4252,Cider,209.38,151,7.22,409,345
2024,6,Rivera-Swanson,SKU4269,Beer  ,172.73,177,7.51,200,456
2024,6,RIVERA-SWANSON,SKU4394,Mixer,156.87,174,5.81,232,292
2024,6,Rodriguez-Allen,SKU4399,Wine,133.38,70,14.82,424,232
2024,6,Hayes-Burke,SKU4467,Spirits,367.51,70,33.41,85,427
2024,6,"Johnson, Davis and Finley",SKU4485,Beer,260.26,169,11.83,159,362
2024,6,"Perkins, Turner and Elliott",SKU4487,Beer,266.4,130,11.1,234,124
2024,6,Hall PLC,SKU4506,Wine,276.57,166,13.17,283,391
2024,6,Cook-Gregory,SKU4521,Wine,428.8,182,21.44,341,306
2024,6,Martinez-Marquez,SKU4589,Beer,215.7,46,14.38,122,402
2024,6,Guerrero-Sullivan,SKU4609,Mixer,81.0,115,4.5,448,310
2024,6,Patel Group,SKU4680,Mixer,55.32,69,4.61,481,136
2024,6,"MARTINEZ, FRY AND WALLACE",SKU4788,Cider,79.05,91,5.27,469,390
2024,6,Baxter LLC,SKU4820,Mixer,123.39,145,4.57,433,449
2024,6,Richardson-Ferguson,SKU4828,Spirits,1124.04,1,38.76,140,197
2024,6,Mejia-Holmes,SKU4896,Cider,83.72,6,6.44,197,128
2024,6,"Perkins, Turner and Elliott",SKU4900,Cider,135.52,116,9.68,493,280
2024,6,"Riddle, Robinson and Banks",SKU4922,Spirits,101.45,178,20.29,184,145
2024,6,"Riddle, Robinson and Banks",SKU4945,Cider,273.47,162,9.43,319,162
2024,6,Haynes LLC,SKU4961,Mixer,72.68,21,3.16,389,214
2024,6,Guerrero-Sullivan,SKU5113,Spirits,1086.23,83,57.17,318,52
2024,6,Douglas PLC,SKU5115,Cider,79.11,64,8.79,124,439
2024,6,Black-Powers,SKU5169,Cider,49.77,143,7.11,358,494
2024,6,"Perkins, Turner and Elliott",SKU5195,Beer,220.66,85,10.03,283,385
2024,6,Hall PLC,SKU5232,Cider,249.09,89,10.83,305,424
2024,6,Haynes LLC,SKU5238,Beer  ,225.75,92,9.03,132,169
2024,6,"Mcknight, Lopez and Wilson",SKU5273,Wine,166.54,47,15.14,298,315
2024,6,Haynes LLC,SKU5316,Mixer,78.25,112,3.13,139,361
2024,6,Rivera-Swanson,SKU5317,Mixer,54.34,83,4.18,242,182
2024,6,Jones-Jensen,SKU5332,Beer,260.0,125,10.0,146,358
2024,6,Edwards-Hudson,SKU5411,Cider,38.85,69,5.55,106,243
2024,6,Rice Ltd,SKU5466,Spirits,714.12,93,59.51,169,138
2024,6,"Ayers, Morales and Jordan",SKU5534,Cider,95.4,2,7.95,145,174
2024,6,Cook-Gregory,SKU5562,Beer,187.8,77,12.52,198,343
2024,6,"Johnson, Davis and Finley",SKU5578,Mixer,138.38,155,6.29,434,56
2024,6,MARTINEZ-MARQUEZ,SKU5659,Mixer,92.75,35,3.71,174,415
2024,6,Johnson Group,SKU5702,Spirits,423.02,105,32.54,285,200
2024,6,"Tate, Callahan and Ford",SKU5743,Wine,113.19,181,10.29,208,432
2024,6,Richardson-Ferguson,SKU5775,Beer,194.75,164,10.25,156,435
2024,6,Black-Powers,SKU5818,Wine,369.63,11,13.69,422,463
2024,6,Rodriguez-Allen,SKU5899,Spirits,865.12,102,54.07,218,307
2024,6,Vance Inc,SKU5926,Cider,164.22,60,9.66,441,430
2024,6,Edwards-Hudson,SKU5934,Cider,118.6,54,5.93,373,52
2024,6,Rivera-Swanson,SKU5938,Spirits,1238.38,17,56.29,445,113
2024,6,"Sutton, Rogers and Rodriguez",SKU5971,Cider,154.08,154,9.63,427,430
2024,6,Glover-Johnson,SKU6000,Spirits,310.8,167,38.85,290,161
2024,6,Johnson Group,SKU6014,Cider,54.12,15,9.02,313,495
2024,6,Baxter LLC,SKU6065,Mixer,54.32,66,6.79,199,376
2024,6,"Robinson, Fleming and Adkins",SKU6080,Mixer,144.6,51,7.23,249,481
2024,6,"Riddle, Robinson and Banks",SKU6109,Cider,263.12,166,11.44,155,145
2024,6,Glover-Johnson,SKU6128,Cider,138.16,73,6.28,441,368
2024,6,Baxter LLC,SKU6143,Beer,105.16,36,9.56,219,77
2024,6,"Robinson, Young and Garcia",SKU6163,Beer,92.0,145,9.2,53,142
2024,6,Baker Group,SKU6180,Spirits,513.0,189,57.0,264,292
2024,6,"Robinson, Fleming and Adkins",SKU6220,Mixer,155.8,109,7.79,389,99
2024,6,"Tate, Callahan and Ford",SKU6290,Cider,141.68,44,6.16,255,462
2024,6,Edwards-Hudson,SKU6345,Beer,148.16,31,9.26,457,485
2024,6,Richardson-Ferguson,SKU6381,Beer  ,224.4,18,11.22,477,60
2024,6,Douglas PLC,SKU6397,Wine,486.8,47,24.34,204,365
2024,6,"Perkins, Turner and Elliott",SKU6412,Spirits,1419.93,86,52.59,140,413
2024,6,Guerrero-Sullivan,SKU6413,Wine,404.04,80,19.24,224,261
2024,6,Guerrero-Sullivan,SKU6418,Beer,82.5,98,8.25,102,182
2024,6,"Moore, Noble and Wallace",SKU6494,Cider,96.4,4,9.64,386,136
2024,6,"Strong, Elliott and Parsons",SKU6509,Spirits,1263.75,142,50.55,353,159
2024,6,"Robinson, Young and Garcia",SKU6514,Spirits,561.6,12,21.6,456,322
2024,6,"Reed, Harris and Wilson",SKU6534,Cider,157.5,89,7.5,381,434
2024,6,Baxter LLC,SKU6565,Cider,186.83,6,10.99,205,426
2024,6,Guerrero-Sullivan,SKU6577,Beer,148.72,97,13.52,266,360
2024,6,Baker Group,SKU6596,Spirits,678.24,195,56.52,491,119
2024,6,Moore-Williams,SKU6653,Beer,353.04,167,14.71,422,186
2024,6,Romero Inc,SKU6680,Beer,183.3,57,7.05,367,135
2024,6,"Ayers, Morales and Jordan",SKU6713,Wine,140.1,50,14.01,85,280
2024,6,"MOORE, NOBLE AND WALLACE",SKU6720,Cider,98.37,174,10.93,393,218
2024,6,Rodriguez-Allen,SKU6751,Cider,281.12,150,10.04,370,164
2024,6,"Tate, Callahan and Ford",SKU6769,Spirits  ,762.28,89,44.84,148,318
2024,6,Padilla-Marquez,SKU6814,Mixer,180.67,112,6.23,81,205
2024,6,"Peterson, Miles and Howard",SKU6815,Cider,75.25,55,10.75,395,437
2024,6,Patel Group,SKU6853,Beer,216.0,47,13.5,127,152
2024,6,Vance Inc,SKU6861,Beer  ,30.78,108,5.13,358,192
2024,6,"STRONG, ELLIOTT AND PARSONS",SKU6905,Mixer,154.71,107,5.73,395,494
2024,6,"Johnson, Davis and Finley",SKU6906,Beer,271.6,72,13.58,299,332
2024,6,Baxter LLC,SKU6930,Mixer,157.0,8,6.28,143,208
2024,6,Glover-Johnson,SKU6932,Cider,229.0,87,9.16,238,233
2024,6,Vance Inc,SKU6997,Wine,143.22,165,10.23,252,64
2024,6,"SUTTON, ROGERS AND RODRIGUEZ",SKU7088,Mixer,52.47,147,5.83,164,462
2024,6,"Robinson, Young and Garcia",SKU7176,Cider,258.06,6,11.73,327,241
2024,6,"MOORE, NOBLE AND WALLACE",SKU7205,Mixer,43.96,74,6.28,156,58
2024,6,Rivera-Swanson,SKU7232,Mixer,156.31,59,5.39,133,468
2024,6,"Perkins, Turner and Elliott",SKU7367,Wine  ,432.5,120,17.3,354,179
2024,6,Moore-Williams,SKU7482,Beer,164.16,148,10.26,497,236
2024,6,"Martinez, Fry and Wallace",SKU7516,Beer,98.24,62,6.14,491,238
2024,6,"Allen, Ramirez and Rodriguez",SKU7518,Wine,166.5,68,18.5,182,441
2024,6,Guerrero-Sullivan,SKU7557,Mixer,118.26,18,4.38,446,270
2024,6,Rivera-Swanson,SKU7653,Wine,266.4,130,17.76,490,313
2024,6,"Strong, Elliott and Parsons",SKU7661,Mixer,30.45,137,6.09,308,422
2024,6,"Martinez, Fry and Wallace",SKU7672,Beer,184.11,35,10.83,347,153
2024,6,Johnson Group,SKU7683,Spirits,903.24,86,50.18,118,359
2024,6,Bauer LLC,SKU7703,Wine,373.5,79,14.94,146,263
2024,6,Hayes-Burke,SKU7704,Spirits,772.38,74,42.91,373,224
2024,6,Thomas-Campos,SKU7719,Wine,289.8,40,16.1,359,317
2024,6,"Perez, Ray and Miller",SKU7726,Spirits,312.27,18,44.61,224,328
2024,6,Rivera-Swanson,SKU7744,Spirits  ,221.22,131,36.87,316,309
2024,6,"Johnson, Davis and Finley",SKU7756,Beer,145.09,133,13.19,174,316
2024,6,Black-Powers,SKU7820,Cider,156.38,96,11.17,448,129
2024,6,Guerrero-Sullivan,SKU7866,Spirits,1006.72,38,38.72,471,108
2024,6,Mccoy Ltd,SKU7875,Wine  ,257.88,108,12.28,175,137
2024,6,"Peterson, Miles and Howard",SKU7877,Beer,181.94,177,8.27,130,481
2024,6,Lambert Inc,SKU7891,Spirits,221.21,136,20.11,402,281
2024,6,"Mcknight, Lopez and Wilson",SKU7936,Wine  ,82.4,33,16.48,360,247
2024,6,"Perez, Ray and Miller",SKU7966,Wine,136.17,103,15.13,165,83
2024,6,Thomas-Campos,SKU8102,Mixer,35.88,164,5.98,170,224
2024,6,"Anderson, Williams and Scott",SKU8196,Mixer,48.86,191,6.98,190,249
2024,6,Romero Inc,SKU8238,Wine,638.68,114,22.81,194,251
2024,6,"Perkins, Turner and Elliott",SKU8266,Mixer,108.6,10,7.24,298,241
2024,6,Padilla-Marquez,SKU8287,Wine  ,391.38,48,17.79,307,328
2024,6,Jones-Jensen,SKU8288,Beer,42.8,96,8.56,188,150
2024,6,Rodriguez-Allen,SKU8310,Wine,159.11,148,22.73,150,305
2024,6,Jones-Jensen,SKU8336,Cider,235.48,129,8.41,394,295
2024,6,Johnson Group,SKU8395,Wine,267.68,44,19.12,132,404
2024,6,"Moore, Noble and Wallace",SKU8445,Spirits,278.2,79,55.64,398,280
2024,6,Hayes-Burke,SKU8532,Spirits,446.1,176,29.74,370,50
2024,6,"Ayers, Morales and Jordan",SKU8651,Beer,308.85,15,10.65,159,311
2024,6,Rivera-Swanson,SKU8677,Wine,330.65,132,19.45,411,398
2024,6,Glover-Johnson,SKU8697,Cider,181.64,21,9.56,163,422
2024,6,Haynes LLC,SKU8713,Cider,207.86,90,10.94,182,427
2024,6,CONTRERAS AND SONS,SKU8810,Mixer,98.56,85,6.16,470,356
2024,6,"Mcknight, Lopez and Wilson",SKU8835,Beer  ,60.2,160,8.6,248,256
2024,6,Johnson Group,SKU8849,Mixer,130.05,85,7.65,101,51
2024,6,"Ayers, Morales and Jordan",SKU8857,Cider  ,119.84,42,7.49,279,434
2024,6,Mejia-Holmes,SKU8890,Beer  ,162.27,122,6.01,52,191
2024,6,Edwards-Hudson,SKU8906,Mixer,39.27,193,5.61,178,121
2024,6,Guerrero-Sullivan,SKU8924,Beer,110.33,129,10.03,243,224
2024,6,"Allen, Ramirez and Rodriguez",SKU8945,Beer,75.81,29,10.83,54,155
2024,6,Rivera-Swanson,SKU8962,Spirits,583.56,36,32.42,244,237
2024,6,"Peterson, Miles and Howard",SKU9011,Wine,378.82,48,14.57,284,119
2024,6,Contreras and Sons,SKU9012,Mixer,34.44,150,4.92,249,371
2024,6,Glover-Johnson,SKU9014,Wine,329.28,150,23.52,212,345
2024,6,"Tate, Callahan and Ford",SKU9032,Spirits,1064.19,138,56.01,334,248
2024,6,Johnson Group,SKU9114,Cider,83.55,76,5.57,168,119
2024,6,Hall PLC,SKU9195,Cider,193.59,131,7.17,416,477
2024,6,Douglas PLC,SKU9323,Beer,219.78,47,8.14,396,168
2024,6,"Anderson, Williams and Scott",SKU9345,Beer,185.63,82,9.77,238,169
2024,6,"ROBINSON, YOUNG AND GARCIA",SKU9367,Cider,287.68,0,9.92,58,256
2024,6,Douglas PLC,SKU9373,Spirits,1566.54,182,58.02,477,122
2024,6,Mccoy Ltd,SKU9375,Mixer,50.76,147,4.23,410,112
2024,6,Richardson-Ferguson,SKU9398,Spirits,258.0,68,32.25,385,202
2024,6,Padilla-Marquez,SKU9412,Beer,119.61,27,13.29,397,345
2024,6,"Anderson, Williams and Scott",SKU9425,Cider,89.2,61,11.15,461,99
2024,6,Douglas PLC,SKU9518,Beer,74.91,128,6.81,284,384
2024,6,"Mcknight, Lopez and Wilson",SKU9638,Beer,252.46,154,9.71,352,219
2024,6,"Strong, Elliott and Parsons",SKU9749,Mixer,91.8,119,5.1,352,113
2024,6,Hayes-Burke,SKU9750,Wine,492.36,194,22.38,481,240
2024,6,Cobb Group,SKU9833,Mixer  ,24.3,4,4.05,416,272
2024,6,Haynes LLC,SKU9876,Beer,91.14,108,6.51,269,424
2024,6,"Anderson, Williams and Scott",SKU9932,Cider,183.26,43,8.33,212,126
2024,6,"Sutton, Rogers and Rodriguez",SKU9934,Wine,146.0,93,18.25,99,471
2024,6,Rodriguez-Allen,SKU9962,Spirits,575.9,125,22.15,486,450
2024,6,Romero Inc,SKU9967,Beer,85.36,187,7.76,136,108
2024,6,Mejia-Holmes,SKU10002,Mixer,173.32,41,6.19,352,488
2024,6,Haynes LLC,SKU10133,Spirits,362.88,40,51.84,189,136
2024,6,Graham Inc,SKU10148,Beer,207.62,105,14.83,284,164
2024,6,"Peterson, Miles and Howard",SKU10152,Cider,194.14,48,11.42,355,369
2024,6,"RIDDLE, ROBINSON AND BANKS",SKU10170,Wine,53.8,124,10.76,243,240
2024,6,Thomas-Campos,SKU10181,Beer,99.84,37,8.32,133,365
2024,6,Johnson Group,SKU10190,Beer,139.32,194,7.74,147,304
2024,6,Baxter LLC,SKU10229,Cider,148.96,56,7.84,359,111
2024,6,Moore-Williams,SKU10322,Cider,98.56,87,7.04,348,118
2024,6,"Tate, Callahan and Ford",SKU10323,Mixer,32.8,114,6.56,341,362
2024,6,Moore-Williams,SKU10324,Wine,386.8,167,19.34,471,339
2024,6,"Perez, Ray and Miller",SKU10348,Cider,283.5,30,10.5,360,425
2024,6,Guerrero-Sullivan,SKU10358,Cider,109.82,94,6.46,455,393
2024,6,Vance Inc,SKU10370,Wine,246.05,131,12.95,444,91
